0.00	-0.28
0.03	0.18
0.07	0.25
0.10	0.62
0.13	15.11
0.17	11.79
0.20	25.67
0.23	37.18
0.27	30.17
0.30	26.50
0.33	22.31
0.37	18.09
0.40	13.98
0.43	11.26
0.47	9.27
0.50	7.97
0.53	6.82
0.56	5.80
0.60	5.09
0.63	4.42
0.66	3.86
0.70	3.46
0.73	3.02
0.76	2.80
0.80	2.48
0.83	2.29
0.86	2.12
0.90	1.98
0.93	1.95
0.96	1.76
1.00	1.61
1.03	1.56
1.06	1.45
1.10	1.42
1.13	1.44
1.16	1.30
1.20	1.22
1.23	1.20
1.26	1.18
1.30	1.18
1.33	1.09
1.36	1.02
1.40	1.03
1.43	0.99
1.46	0.98
1.50	0.92
1.53	0.90
1.56	0.93
1.60	0.89
1.63	0.90
1.66	0.86
1.69	0.80
1.73	0.81
1.76	0.81
1.79	0.83
1.83	0.72
1.86	0.79
1.89	0.73
1.93	0.78
1.96	0.81
1.99	0.76
2.03	0.70
2.06	0.68
2.09	0.76
2.13	0.77
2.16	0.74
2.19	0.65
2.23	0.70
2.26	0.64
2.29	0.63
2.33	0.72
2.36	0.72
2.39	0.71
2.43	0.69
2.46	0.70
2.49	0.74
2.53	0.67
2.56	0.66
2.59	0.65
2.63	0.64
2.66	0.60
2.69	0.60
2.73	0.61
2.76	0.63
2.79	0.62
2.82	0.64
2.86	0.65
2.89	0.68
2.92	0.66
2.96	0.65
2.99	0.66
3.02	0.71
3.06	0.67
3.09	0.61
3.12	0.61
3.16	0.63
3.19	0.59
3.22	0.60
3.26	0.59
3.29	0.59
3.32	0.64
3.36	0.69
3.39	0.73
3.42	0.65
3.46	0.64
3.49	0.60
3.52	0.64
3.56	0.65
3.59	0.63
3.62	0.61
3.66	0.63
3.69	0.64
3.72	0.67
3.76	0.70
3.79	0.61
3.82	0.59
3.85	0.62
3.89	0.59
3.92	0.59
3.95	0.55
3.99	0.57
4.02	0.59
4.05	0.58
4.09	0.58
4.12	0.62
4.15	0.61
4.19	0.66
4.22	0.63
4.25	0.59
4.29	0.60
4.32	0.60
4.35	0.59
4.39	0.60
4.42	0.63
4.45	0.59
4.49	0.61
4.52	0.63
4.55	0.60
4.59	0.54
4.62	0.53
4.65	0.57
4.69	0.57
4.72	0.60
4.75	0.62
4.79	0.57
4.82	0.58
4.85	0.57
4.89	0.63
4.92	0.56
4.95	0.56
4.98	0.59
5.02	0.60
5.05	0.59
5.08	0.64
5.12	0.66
5.15	0.58
5.18	0.58
5.22	0.55
5.25	0.56
5.28	0.60
5.32	0.53
5.35	0.51
5.38	0.57
5.42	0.61
5.45	0.64
5.48	0.61
5.52	0.56
5.55	0.56
5.58	0.58
5.62	0.57
5.65	0.57
5.68	0.63
5.72	0.61
5.75	0.67
5.78	0.60
5.82	0.58
5.85	0.54
5.88	0.56
5.92	0.60
5.95	0.65
5.98	0.61
6.02	0.62
6.05	0.57
6.08	0.55
6.11	0.59
6.15	0.57
6.18	0.54
6.21	0.60
6.25	0.58
6.28	0.58
6.31	0.60
6.35	0.55
6.38	0.54
6.41	0.54
6.45	0.55
6.48	0.59
6.51	0.62
6.55	0.63
6.58	0.60
6.61	0.56
6.65	0.58
6.68	0.60
6.71	0.59
6.75	0.59
6.78	0.61
6.81	0.60
6.85	0.60
6.88	0.62
6.91	0.55
6.95	0.52
6.98	0.60
7.01	0.65
7.05	0.62
7.08	0.58
7.11	0.59
7.14	0.63
7.18	0.62
7.21	0.63
7.24	0.60
7.28	0.59
7.31	0.57
7.34	0.55
7.38	0.59
7.41	0.60
7.44	0.57
7.48	0.58
7.51	0.58
7.54	0.63
7.58	0.60
7.61	0.59
7.64	0.63
7.68	0.59
7.71	0.61
7.74	0.62
7.78	0.60
7.81	0.63
7.84	0.66
7.88	0.66
7.91	0.66
7.94	0.66
7.98	0.64
8.01	0.68
8.04	0.60
8.08	0.69
8.11	0.67
8.14	0.69
8.18	0.71
8.21	0.66
8.24	0.65
8.27	0.68
8.31	0.69
8.34	0.62
8.37	0.67
8.41	0.66
8.44	0.65
8.47	0.67
8.51	0.63
8.54	0.67
8.57	0.72
8.61	0.69
8.64	0.68
8.67	0.72
8.71	0.76
8.74	0.72
8.77	0.70
8.81	0.71
8.84	0.70
8.87	0.68
8.91	0.64
8.94	0.65
8.97	0.63
9.01	0.67
9.04	0.65
9.07	0.63
9.11	0.65
9.14	0.61
9.17	0.65
9.21	0.68
9.24	0.68
9.27	0.69
9.31	0.64
9.34	0.61
9.37	0.63
9.40	0.67
9.44	0.65
9.47	0.67
9.50	0.65
9.54	0.65
9.57	0.65
9.60	0.58
9.64	0.66
9.67	0.64
9.70	0.63
9.74	0.61
9.77	0.68
9.80	0.65
9.84	0.61
9.87	0.62
9.90	0.66
9.94	0.60
9.97	0.63
10.00	0.59
10.04	0.66
10.07	0.64
10.10	0.62
10.14	0.63
10.17	0.58
10.20	0.53
10.24	0.54
10.27	0.64
10.30	0.61
10.34	0.60
10.37	0.63
10.40	0.60
10.43	0.60
10.47	0.63
10.50	0.64
10.53	0.64
10.57	0.70
10.60	0.66
10.63	0.69
10.67	0.66
10.70	0.71
10.73	0.69
10.77	0.74
10.80	0.76
10.83	0.76
10.87	0.70
10.90	0.77
10.93	0.77
10.97	0.80
11.00	0.89
11.03	0.88
11.07	0.83
11.10	0.79
11.13	0.85
11.17	0.86
11.20	0.93
11.23	0.89
11.27	0.92
11.30	0.93
11.33	0.94
11.37	0.98
11.40	0.95
11.43	1.07
11.47	1.09
11.50	1.12
11.53	1.16
11.56	1.21
11.60	1.26
11.63	1.27
11.66	1.30
11.70	1.39
11.73	1.49
11.76	1.52
11.80	1.62
11.83	1.71
11.86	1.79
11.90	1.86
11.93	1.95
11.96	2.11
12.00	2.30
12.03	2.47
12.06	2.60
12.10	2.76
12.13	2.95
12.16	3.16
12.20	3.38
12.23	3.68
12.26	3.88
12.30	4.10
12.33	4.39
12.36	4.63
12.40	5.02
12.43	5.37
12.46	5.70
12.50	6.08
12.53	6.53
12.56	6.90
12.60	7.35
12.63	7.81
12.66	8.38
12.69	8.91
12.73	9.57
12.76	10.33
12.79	11.14
12.83	12.14
12.86	13.30
12.89	14.68
12.93	16.39
12.96	18.31
12.99	20.54
13.03	23.13
13.06	26.09
13.09	29.56
13.13	33.31
13.16	37.40
13.19	41.88
13.23	46.56
13.26	51.30
13.29	56.29
13.33	61.22
13.36	66.04
13.39	70.72
13.43	74.82
13.46	78.59
13.49	81.82
13.53	84.49
13.56	86.45
13.59	87.66
13.63	88.15
13.66	87.89
13.69	86.94
13.72	85.28
13.76	83.12
13.79	80.42
13.82	77.16
13.86	73.68
13.89	69.87
13.92	65.93
13.96	61.87
13.99	57.76
14.02	53.62
14.06	49.70
14.09	45.84
14.12	42.20
14.16	38.65
14.19	35.30
14.22	32.23
14.26	29.39
14.29	26.72
14.32	24.24
14.36	22.02
14.39	19.92
14.42	18.03
14.46	16.31
14.49	14.76
14.52	13.34
14.56	12.07
14.59	10.90
14.62	9.84
14.66	8.83
14.69	8.03
14.72	7.21
14.76	6.53
14.79	5.96
14.82	5.37
14.85	4.81
14.89	4.38
14.92	3.97
14.95	3.60
14.99	3.28
15.02	2.99
15.05	2.70
15.09	2.51
15.12	2.29
15.15	2.02
15.19	1.86
15.22	1.76
15.25	1.70
15.29	1.59
15.32	1.40
15.35	1.29
15.39	1.19
15.42	1.12
15.45	1.07
15.49	1.04
15.52	0.96
15.55	0.88
15.59	0.83
15.62	0.79
15.65	0.81
15.69	0.75
15.72	0.74
15.75	0.75
15.79	0.73
15.82	0.70
15.85	0.70
15.89	0.75
15.92	0.64
15.95	0.60
15.98	0.66
16.02	0.63
16.05	0.59
16.08	0.65
16.12	0.59
16.15	0.61
16.18	0.56
16.22	0.58
16.25	0.55
